Sensor,Date_Time,Date,Time,Count
Webb Bridge,2018-12-18 10:00:00,2018-12-18,10,221
Southern Cross Station,2018-12-18 10:00:00,2018-12-18,10,1073
Victoria Point,2018-12-18 10:00:00,2018-12-18,10,223
Waterfront City,2018-12-18 10:00:00,2018-12-18,10,48
New Quay,2018-12-18 10:00:00,2018-12-18,10,230
Flagstaff Station,2018-12-18 10:00:00,2018-12-18,10,NA
Sandridge Bridge,2018-12-18 10:00:00,2018-12-18,10,543
State Library,2018-12-18 10:00:00,2018-12-18,10,704
Collins St (North),2018-12-18 10:00:00,2018-12-18,10,1357
Collins Place (South),2018-12-18 10:00:00,2018-12-18,10,858
Collins Place (North),2018-12-18 10:00:00,2018-12-18,10,575
Chinatown-Swanston St (North),2018-12-18 10:00:00,2018-12-18,10,340
Chinatown-Lt Bourke St (South),2018-12-18 10:00:00,2018-12-18,10,268
Bourke St-Russell St (West),2018-12-18 10:00:00,2018-12-18,10,478
Flinders St-Elizabeth St (East),2018-12-18 10:00:00,2018-12-18,10,NA
Spencer St-Collins St (South),2018-12-18 10:00:00,2018-12-18,10,542
Spencer St-Collins St (North),2018-12-18 10:00:00,2018-12-18,10,1798
Melbourne Convention Exhibition Centre,2018-12-18 10:00:00,2018-12-18,10,541
QV Market-Elizabeth St (West),2018-12-18 10:00:00,2018-12-18,10,987
QV Market-Peel St,2018-12-18 10:00:00,2018-12-18,10,236
The Arts Centre,2018-12-18 10:00:00,2018-12-18,10,869
St Kilda Rd-Alexandra Gardens,2018-12-18 10:00:00,2018-12-18,10,360
Lonsdale St (South),2018-12-18 10:00:00,2018-12-18,10,422
Lygon St (West),2018-12-18 10:00:00,2018-12-18,10,142
City Square,2018-12-18 10:00:00,2018-12-18,10,NA
Flinders St-Spring St (West),2018-12-18 10:00:00,2018-12-18,10,190
Flinders St-Spark La,2018-12-18 10:00:00,2018-12-18,10,172
Southbank,2018-12-18 10:00:00,2018-12-18,10,1666
Queen St (West),2018-12-18 10:00:00,2018-12-18,10,448
Lygon St (East),2018-12-18 10:00:00,2018-12-18,10,141
Flinders St-Swanston St (West),2018-12-18 10:00:00,2018-12-18,10,1254
Alfred Place,2018-12-18 10:00:00,2018-12-18,10,564
Lonsdale St-Spring St (West),2018-12-18 10:00:00,2018-12-18,10,192
Grattan St-Swanston St (West),2018-12-18 10:00:00,2018-12-18,10,227
Monash Rd-Swanston St (West),2018-12-18 10:00:00,2018-12-18,10,99
Tin Alley-Swanston St (West),2018-12-18 10:00:00,2018-12-18,10,76
Bourke Street Mall (North),2018-12-18 11:00:00,2018-12-18,11,2528
Bourke Street Mall (South),2018-12-18 11:00:00,2018-12-18,11,2341
Melbourne Central,2018-12-18 11:00:00,2018-12-18,11,1409
Town Hall (West),2018-12-18 11:00:00,2018-12-18,11,2819
Princes Bridge,2018-12-18 11:00:00,2018-12-18,11,1644
Flinders Street Station Underpass,2018-12-18 11:00:00,2018-12-18,11,1724
Birrarung Marr,2018-12-18 11:00:00,2018-12-18,11,301
Webb Bridge,2018-12-18 11:00:00,2018-12-18,11,293
Southern Cross Station,2018-12-18 11:00:00,2018-12-18,11,877
Victoria Point,2018-12-18 11:00:00,2018-12-18,11,239
Waterfront City,2018-12-18 11:00:00,2018-12-18,11,83
New Quay,2018-12-18 11:00:00,2018-12-18,11,250
Flagstaff Station,2018-12-18 11:00:00,2018-12-18,11,NA
Sandridge Bridge,2018-12-18 11:00:00,2018-12-18,11,694
State Library,2018-12-18 11:00:00,2018-12-18,11,851
Collins St (North),2018-12-18 11:00:00,2018-12-18,11,1827
Collins Place (South),2018-12-18 11:00:00,2018-12-18,11,891
Collins Place (North),2018-12-18 11:00:00,2018-12-18,11,539
Chinatown-Swanston St (North),2018-12-18 11:00:00,2018-12-18,11,602
Chinatown-Lt Bourke St (South),2018-12-18 11:00:00,2018-12-18,11,399
Bourke St-Russell St (West),2018-12-18 11:00:00,2018-12-18,11,678
Flinders St-Elizabeth St (East),2018-12-18 11:00:00,2018-12-18,11,NA
Spencer St-Collins St (South),2018-12-18 11:00:00,2018-12-18,11,648
Spencer St-Collins St (North),2018-12-18 11:00:00,2018-12-18,11,1727
Melbourne Convention Exhibition Centre,2018-12-18 11:00:00,2018-12-18,11,895
QV Market-Elizabeth St (West),2018-12-18 11:00:00,2018-12-18,11,1292
QV Market-Peel St,2018-12-18 11:00:00,2018-12-18,11,275
The Arts Centre,2018-12-18 11:00:00,2018-12-18,11,1115
St Kilda Rd-Alexandra Gardens,2018-12-18 11:00:00,2018-12-18,11,608
Lonsdale St (South),2018-12-18 11:00:00,2018-12-18,11,597
Lygon St (West),2018-12-18 11:00:00,2018-12-18,11,219
City Square,2018-12-18 11:00:00,2018-12-18,11,NA
Flinders St-Spring St (West),2018-12-18 11:00:00,2018-12-18,11,214
Flinders St-Spark La,2018-12-18 11:00:00,2018-12-18,11,158
Southbank,2018-12-18 11:00:00,2018-12-18,11,2046
Queen St (West),2018-12-18 11:00:00,2018-12-18,11,469
Lygon St (East),2018-12-18 11:00:00,2018-12-18,11,192
Flinders St-Swanston St (West),2018-12-18 11:00:00,2018-12-18,11,1253
Alfred Place,2018-12-18 11:00:00,2018-12-18,11,523
Lonsdale St-Spring St (West),2018-12-18 11:00:00,2018-12-18,11,219
Grattan St-Swanston St (West),2018-12-18 11:00:00,2018-12-18,11,266
Monash Rd-Swanston St (West),2018-12-18 11:00:00,2018-12-18,11,154
Tin Alley-Swanston St (West),2018-12-18 11:00:00,2018-12-18,11,89
Bourke Street Mall (North),2018-12-18 12:00:00,2018-12-18,12,4372
Bourke Street Mall (South),2018-12-18 12:00:00,2018-12-18,12,4092
Melbourne Central,2018-12-18 12:00:00,2018-12-18,12,2232
Town Hall (West),2018-12-18 12:00:00,2018-12-18,12,3899
Princes Bridge,2018-12-18 12:00:00,2018-12-18,12,2275
Flinders Street Station Underpass,2018-12-18 12:00:00,2018-12-18,12,2726
Birrarung Marr,2018-12-18 12:00:00,2018-12-18,12,502
Webb Bridge,2018-12-18 12:00:00,2018-12-18,12,824
Southern Cross Station,2018-12-18 12:00:00,2018-12-18,12,1802
Victoria Point,2018-12-18 12:00:00,2018-12-18,12,574
Waterfront City,2018-12-18 12:00:00,2018-12-18,12,98
New Quay,2018-12-18 12:00:00,2018-12-18,12,502
Flagstaff Station,2018-12-18 12:00:00,2018-12-18,12,NA
Sandridge Bridge,2018-12-18 12:00:00,2018-12-18,12,865
State Library,2018-12-18 12:00:00,2018-12-18,12,1516
Collins St (North),2018-12-18 12:00:00,2018-12-18,12,2684
Collins Place (South),2018-12-18 12:00:00,2018-12-18,12,1722
Collins Place (North),2018-12-18 12:00:00,2018-12-18,12,673
Chinatown-Swanston St (North),2018-12-18 12:00:00,2018-12-18,12,1161
Chinatown-Lt Bourke St (South),2018-12-18 12:00:00,2018-12-18,12,926
Bourke St-Russell St (West),2018-12-18 12:00:00,2018-12-18,12,1670
Flinders St-Elizabeth St (East),2018-12-18 12:00:00,2018-12-18,12,NA
Spencer St-Collins St (South),2018-12-18 12:00:00,2018-12-18,12,1148
Spencer St-Collins St (North),2018-12-18 12:00:00,2018-12-18,12,2674
Melbourne Convention Exhibition Centre,2018-12-18 12:00:00,2018-12-18,12,1054
QV Market-Elizabeth St (West),2018-12-18 12:00:00,2018-12-18,12,1924
QV Market-Peel St,2018-12-18 12:00:00,2018-12-18,12,398
The Arts Centre,2018-12-18 12:00:00,2018-12-18,12,1532
St Kilda Rd-Alexandra Gardens,2018-12-18 12:00:00,2018-12-18,12,784
Lonsdale St (South),2018-12-18 12:00:00,2018-12-18,12,1077
Lygon St (West),2018-12-18 12:00:00,2018-12-18,12,246
City Square,2018-12-18 12:00:00,2018-12-18,12,NA
Flinders St-Spring St (West),2018-12-18 12:00:00,2018-12-18,12,388
Flinders St-Spark La,2018-12-18 12:00:00,2018-12-18,12,304
Southbank,2018-12-18 12:00:00,2018-12-18,12,3968
Queen St (West),2018-12-18 12:00:00,2018-12-18,12,1041
Lygon St (East),2018-12-18 12:00:00,2018-12-18,12,326
Flinders St-Swanston St (West),2018-12-18 12:00:00,2018-12-18,12,1924
Alfred Place,2018-12-18 12:00:00,2018-12-18,12,1395
Lonsdale St-Spring St (West),2018-12-18 12:00:00,2018-12-18,12,445
Grattan St-Swanston St (West),2018-12-18 12:00:00,2018-12-18,12,301
Monash Rd-Swanston St (West),2018-12-18 12:00:00,2018-12-18,12,243
Tin Alley-Swanston St (West),2018-12-18 12:00:00,2018-12-18,12,123
Bourke Street Mall (North),2018-12-18 13:00:00,2018-12-18,13,4542
Bourke Street Mall (South),2018-12-18 13:00:00,2018-12-18,13,4409
Melbourne Central,2018-12-18 13:00:00,2018-12-18,13,2383
Town Hall (West),2018-12-18 13:00:00,2018-12-18,13,4164
Princes Bridge,2018-12-18 13:00:00,2018-12-18,13,2462
Flinders Street Station Underpass,2018-12-18 13:00:00,2018-12-18,13,2706
Birrarung Marr,2018-12-18 13:00:00,2018-12-18,13,608
Webb Bridge,2018-12-18 13:00:00,2018-12-18,13,673
Southern Cross Station,2018-12-18 13:00:00,2018-12-18,13,1593
Victoria Point,2018-12-18 13:00:00,2018-12-18,13,367
Waterfront City,2018-12-18 13:00:00,2018-12-18,13,104
New Quay,2018-12-18 13:00:00,2018-12-18,13,491
Flagstaff Station,2018-12-18 13:00:00,2018-12-18,13,NA
Sandridge Bridge,2018-12-18 13:00:00,2018-12-18,13,870
State Library,2018-12-18 13:00:00,2018-12-18,13,1729
Collins St (North),2018-12-18 13:00:00,2018-12-18,13,3019
Collins Place (South),2018-12-18 13:00:00,2018-12-18,13,1728
Collins Place (North),2018-12-18 13:00:00,2018-12-18,13,730
Chinatown-Swanston St (North),2018-12-18 13:00:00,2018-12-18,13,1177
Chinatown-Lt Bourke St (South),2018-12-18 13:00:00,2018-12-18,13,814
Bourke St-Russell St (West),2018-12-18 13:00:00,2018-12-18,13,1654
Flinders St-Elizabeth St (East),2018-12-18 13:00:00,2018-12-18,13,NA
Spencer St-Collins St (South),2018-12-18 13:00:00,2018-12-18,13,1243
Spencer St-Collins St (North),2018-12-18 13:00:00,2018-12-18,13,2578
Melbourne Convention Exhibition Centre,2018-12-18 13:00:00,2018-12-18,13,1179
QV Market-Elizabeth St (West),2018-12-18 13:00:00,2018-12-18,13,1829
QV Market-Peel St,2018-12-18 13:00:00,2018-12-18,13,379
The Arts Centre,2018-12-18 13:00:00,2018-12-18,13,1792
St Kilda Rd-Alexandra Gardens,2018-12-18 13:00:00,2018-12-18,13,963
Lonsdale St (South),2018-12-18 13:00:00,2018-12-18,13,1109
Lygon St (West),2018-12-18 13:00:00,2018-12-18,13,403
City Square,2018-12-18 13:00:00,2018-12-18,13,NA
Flinders St-Spring St (West),2018-12-18 13:00:00,2018-12-18,13,378
Flinders St-Spark La,2018-12-18 13:00:00,2018-12-18,13,413
Southbank,2018-12-18 13:00:00,2018-12-18,13,4172
Queen St (West),2018-12-18 13:00:00,2018-12-18,13,897
Lygon St (East),2018-12-18 13:00:00,2018-12-18,13,332
Flinders St-Swanston St (West),2018-12-18 13:00:00,2018-12-18,13,1973
Alfred Place,2018-12-18 13:00:00,2018-12-18,13,1165
Lonsdale St-Spring St (West),2018-12-18 13:00:00,2018-12-18,13,584
Grattan St-Swanston St (West),2018-12-18 13:00:00,2018-12-18,13,394
Monash Rd-Swanston St (West),2018-12-18 13:00:00,2018-12-18,13,246
Tin Alley-Swanston St (West),2018-12-18 13:00:00,2018-12-18,13,136
Bourke Street Mall (North),2018-12-18 14:00:00,2018-12-18,14,3605
Bourke Street Mall (South),2018-12-18 14:00:00,2018-12-18,14,3490
Melbourne Central,2018-12-18 14:00:00,2018-12-18,14,2123
Town Hall (West),2018-12-18 14:00:00,2018-12-18,14,3660
Princes Bridge,2018-12-18 14:00:00,2018-12-18,14,2273
Flinders Street Station Underpass,2018-12-18 14:00:00,2018-12-18,14,2377
Birrarung Marr,2018-12-18 14:00:00,2018-12-18,14,340
Webb Bridge,2018-12-18 14:00:00,2018-12-18,14,336
Southern Cross Station,2018-12-18 14:00:00,2018-12-18,14,1065
Victoria Point,2018-12-18 14:00:00,2018-12-18,14,249
Waterfront City,2018-12-18 14:00:00,2018-12-18,14,69
New Quay,2018-12-18 14:00:00,2018-12-18,14,373
Flagstaff Station,2018-12-18 14:00:00,2018-12-18,14,NA
Sandridge Bridge,2018-12-18 14:00:00,2018-12-18,14,808
State Library,2018-12-18 14:00:00,2018-12-18,14,1531
Collins St (North),2018-12-18 14:00:00,2018-12-18,14,2187
Collins Place (South),2018-12-18 14:00:00,2018-12-18,14,1042
Collins Place (North),2018-12-18 14:00:00,2018-12-18,14,582
Chinatown-Swanston St (North),2018-12-18 14:00:00,2018-12-18,14,1074
Chinatown-Lt Bourke St (South),2018-12-18 14:00:00,2018-12-18,14,580
Bourke St-Russell St (West),2018-12-18 14:00:00,2018-12-18,14,1174
Flinders St-Elizabeth St (East),2018-12-18 14:00:00,2018-12-18,14,NA
Spencer St-Collins St (South),2018-12-18 14:00:00,2018-12-18,14,725
Spencer St-Collins St (North),2018-12-18 14:00:00,2018-12-18,14,2204
Melbourne Convention Exhibition Centre,2018-12-18 14:00:00,2018-12-18,14,1141
QV Market-Elizabeth St (West),2018-12-18 14:00:00,2018-12-18,14,1105
QV Market-Peel St,2018-12-18 14:00:00,2018-12-18,14,265
The Arts Centre,2018-12-18 14:00:00,2018-12-18,14,1601
St Kilda Rd-Alexandra Gardens,2018-12-18 14:00:00,2018-12-18,14,853
Lonsdale St (South),2018-12-18 14:00:00,2018-12-18,14,743
Lygon St (West),2018-12-18 14:00:00,2018-12-18,14,305
City Square,2018-12-18 14:00:00,2018-12-18,14,NA
Flinders St-Spring St (West),2018-12-18 14:00:00,2018-12-18,14,315
Flinders St-Spark La,2018-12-18 14:00:00,2018-12-18,14,272
Southbank,2018-12-18 14:00:00,2018-12-18,14,3170
Queen St (West),2018-12-18 14:00:00,2018-12-18,14,645
Lygon St (East),2018-12-18 14:00:00,2018-12-18,14,274
Flinders St-Swanston St (West),2018-12-18 14:00:00,2018-12-18,14,1416
Alfred Place,2018-12-18 14:00:00,2018-12-18,14,618
Lonsdale St-Spring St (West),2018-12-18 14:00:00,2018-12-18,14,457
Grattan St-Swanston St (West),2018-12-18 14:00:00,2018-12-18,14,292
Monash Rd-Swanston St (West),2018-12-18 14:00:00,2018-12-18,14,222
Tin Alley-Swanston St (West),2018-12-18 14:00:00,2018-12-18,14,113
Bourke Street Mall (North),2018-12-18 15:00:00,2018-12-18,15,3367
Bourke Street Mall (South),2018-12-18 15:00:00,2018-12-18,15,3146
Melbourne Central,2018-12-18 15:00:00,2018-12-18,15,2140
Town Hall (West),2018-12-18 15:00:00,2018-12-18,15,3694
Princes Bridge,2018-12-18 15:00:00,2018-12-18,15,2304
Flinders Street Station Underpass,2018-12-18 15:00:00,2018-12-18,15,2561
Birrarung Marr,2018-12-18 15:00:00,2018-12-18,15,389
Webb Bridge,2018-12-18 15:00:00,2018-12-18,15,309
Southern Cross Station,2018-12-18 15:00:00,2018-12-18,15,1411
Victoria Point,2018-12-18 15:00:00,2018-12-18,15,363
Waterfront City,2018-12-18 15:00:00,2018-12-18,15,65
New Quay,2018-12-18 15:00:00,2018-12-18,15,335
Flagstaff Station,2018-12-18 15:00:00,2018-12-18,15,NA
Sandridge Bridge,2018-12-18 15:00:00,2018-12-18,15,913
State Library,2018-12-18 15:00:00,2018-12-18,15,1479
Collins St (North),2018-12-18 15:00:00,2018-12-18,15,1867
Collins Place (South),2018-12-18 15:00:00,2018-12-18,15,885
Collins Place (North),2018-12-18 15:00:00,2018-12-18,15,643
Chinatown-Swanston St (North),2018-12-18 15:00:00,2018-12-18,15,965
Chinatown-Lt Bourke St (South),2018-12-18 15:00:00,2018-12-18,15,547
Bourke St-Russell St (West),2018-12-18 15:00:00,2018-12-18,15,1086
Flinders St-Elizabeth St (East),2018-12-18 15:00:00,2018-12-18,15,NA
Spencer St-Collins St (South),2018-12-18 15:00:00,2018-12-18,15,619
Spencer St-Collins St (North),2018-12-18 15:00:00,2018-12-18,15,2569
Melbourne Convention Exhibition Centre,2018-12-18 15:00:00,2018-12-18,15,1297
QV Market-Elizabeth St (West),2018-12-18 15:00:00,2018-12-18,15,884
QV Market-Peel St,2018-12-18 15:00:00,2018-12-18,15,215
The Arts Centre,2018-12-18 15:00:00,2018-12-18,15,1739
St Kilda Rd-Alexandra Gardens,2018-12-18 15:00:00,2018-12-18,15,798
Lonsdale St (South),2018-12-18 15:00:00,2018-12-18,15,708
Lygon St (West),2018-12-18 15:00:00,2018-12-18,15,239
City Square,2018-12-18 15:00:00,2018-12-18,15,NA
Flinders St-Spring St (West),2018-12-18 15:00:00,2018-12-18,15,301
Flinders St-Spark La,2018-12-18 15:00:00,2018-12-18,15,167
Southbank,2018-12-18 15:00:00,2018-12-18,15,3070
Queen St (West),2018-12-18 15:00:00,2018-12-18,15,558
Lygon St (East),2018-12-18 15:00:00,2018-12-18,15,287
Flinders St-Swanston St (West),2018-12-18 15:00:00,2018-12-18,15,1485
Alfred Place,2018-12-18 15:00:00,2018-12-18,15,450
Lonsdale St-Spring St (West),2018-12-18 15:00:00,2018-12-18,15,495
Grattan St-Swanston St (West),2018-12-18 15:00:00,2018-12-18,15,310
Monash Rd-Swanston St (West),2018-12-18 15:00:00,2018-12-18,15,187
Tin Alley-Swanston St (West),2018-12-18 15:00:00,2018-12-18,15,103
Bourke Street Mall (North),2018-12-18 16:00:00,2018-12-18,16,3255
Bourke Street Mall (South),2018-12-18 16:00:00,2018-12-18,16,3037
Melbourne Central,2018-12-18 16:00:00,2018-12-18,16,2158
Town Hall (West),2018-12-18 16:00:00,2018-12-18,16,3586
Princes Bridge,2018-12-18 16:00:00,2018-12-18,16,2479
Flinders Street Station Underpass,2018-12-18 16:00:00,2018-12-18,16,3343
Birrarung Marr,2018-12-18 16:00:00,2018-12-18,16,500
Webb Bridge,2018-12-18 16:00:00,2018-12-18,16,481
Southern Cross Station,2018-12-18 16:00:00,2018-12-18,16,2884
Victoria Point,2018-12-18 16:00:00,2018-12-18,16,680
Waterfront City,2018-12-18 16:00:00,2018-12-18,16,89
New Quay,2018-12-18 16:00:00,2018-12-18,16,403
Flagstaff Station,2018-12-18 16:00:00,2018-12-18,16,NA
Sandridge Bridge,2018-12-18 16:00:00,2018-12-18,16,1206
State Library,2018-12-18 16:00:00,2018-12-18,16,1659
Collins St (North),2018-12-18 16:00:00,2018-12-18,16,1675
Collins Place (South),2018-12-18 16:00:00,2018-12-18,16,870
Collins Place (North),2018-12-18 16:00:00,2018-12-18,16,1099
Chinatown-Swanston St (North),2018-12-18 16:00:00,2018-12-18,16,950
Chinatown-Lt Bourke St (South),2018-12-18 16:00:00,2018-12-18,16,501
Bourke St-Russell St (West),2018-12-18 16:00:00,2018-12-18,16,1049
Flinders St-Elizabeth St (East),2018-12-18 16:00:00,2018-12-18,16,NA
Spencer St-Collins St (South),2018-12-18 16:00:00,2018-12-18,16,817
Spencer St-Collins St (North),2018-12-18 16:00:00,2018-12-18,16,3963
Melbourne Convention Exhibition Centre,2018-12-18 16:00:00,2018-12-18,16,1402
QV Market-Elizabeth St (West),2018-12-18 16:00:00,2018-12-18,16,639
QV Market-Peel St,2018-12-18 16:00:00,2018-12-18,16,171
The Arts Centre,2018-12-18 16:00:00,2018-12-18,16,1941
St Kilda Rd-Alexandra Gardens,2018-12-18 16:00:00,2018-12-18,16,868
Lonsdale St (South),2018-12-18 16:00:00,2018-12-18,16,758
Lygon St (West),2018-12-18 16:00:00,2018-12-18,16,262
City Square,2018-12-18 16:00:00,2018-12-18,16,NA
Flinders St-Spring St (West),2018-12-18 16:00:00,2018-12-18,16,411
Flinders St-Spark La,2018-12-18 16:00:00,2018-12-18,16,187
Southbank,2018-12-18 16:00:00,2018-12-18,16,3418
Queen St (West),2018-12-18 16:00:00,2018-12-18,16,596
Lygon St (East),2018-12-18 16:00:00,2018-12-18,16,163
Flinders St-Swanston St (West),2018-12-18 16:00:00,2018-12-18,16,1943
Alfred Place,2018-12-18 16:00:00,2018-12-18,16,463
Lonsdale St-Spring St (West),2018-12-18 16:00:00,2018-12-18,16,523
Grattan St-Swanston St (West),2018-12-18 16:00:00,2018-12-18,16,282
Monash Rd-Swanston St (West),2018-12-18 16:00:00,2018-12-18,16,232
Tin Alley-Swanston St (West),2018-12-18 16:00:00,2018-12-18,16,86
Bourke Street Mall (North),2018-12-18 17:00:00,2018-12-18,17,3670
Bourke Street Mall (South),2018-12-18 17:00:00,2018-12-18,17,3062
Melbourne Central,2018-12-18 17:00:00,2018-12-18,17,2243
Town Hall (West),2018-12-18 17:00:00,2018-12-18,17,3785
Princes Bridge,2018-12-18 17:00:00,2018-12-18,17,3555
Flinders Street Station Underpass,2018-12-18 17:00:00,2018-12-18,17,4932
Birrarung Marr,2018-12-18 17:00:00,2018-12-18,17,740
Webb Bridge,2018-12-18 17:00:00,2018-12-18,17,722
Southern Cross Station,2018-12-18 17:00:00,2018-12-18,17,3821
Victoria Point,2018-12-18 17:00:00,2018-12-18,17,790
Waterfront City,2018-12-18 17:00:00,2018-12-18,17,87
New Quay,2018-12-18 17:00:00,2018-12-18,17,469
Flagstaff Station,2018-12-18 17:00:00,2018-12-18,17,NA
Sandridge Bridge,2018-12-18 17:00:00,2018-12-18,17,1975
State Library,2018-12-18 17:00:00,2018-12-18,17,1854
Collins St (North),2018-12-18 17:00:00,2018-12-18,17,1788
Collins Place (South),2018-12-18 17:00:00,2018-12-18,17,1270
Collins Place (North),2018-12-18 17:00:00,2018-12-18,17,1727
Chinatown-Swanston St (North),2018-12-18 17:00:00,2018-12-18,17,922
Chinatown-Lt Bourke St (South),2018-12-18 17:00:00,2018-12-18,17,615
Bourke St-Russell St (West),2018-12-18 17:00:00,2018-12-18,17,1230
Flinders St-Elizabeth St (East),2018-12-18 17:00:00,2018-12-18,17,NA
Spencer St-Collins St (South),2018-12-18 17:00:00,2018-12-18,17,1206
Spencer St-Collins St (North),2018-12-18 17:00:00,2018-12-18,17,5039
Melbourne Convention Exhibition Centre,2018-12-18 17:00:00,2018-12-18,17,1647
QV Market-Elizabeth St (West),2018-12-18 17:00:00,2018-12-18,17,705
QV Market-Peel St,2018-12-18 17:00:00,2018-12-18,17,260
The Arts Centre,2018-12-18 17:00:00,2018-12-18,17,2938
St Kilda Rd-Alexandra Gardens,2018-12-18 17:00:00,2018-12-18,17,1058
Lonsdale St (South),2018-12-18 17:00:00,2018-12-18,17,944
Lygon St (West),2018-12-18 17:00:00,2018-12-18,17,311
City Square,2018-12-18 17:00:00,2018-12-18,17,NA
Flinders St-Spring St (West),2018-12-18 17:00:00,2018-12-18,17,528
Flinders St-Spark La,2018-12-18 17:00:00,2018-12-18,17,239
Southbank,2018-12-18 17:00:00,2018-12-18,17,5014
Queen St (West),2018-12-18 17:00:00,2018-12-18,17,766
Lygon St (East),2018-12-18 17:00:00,2018-12-18,17,211
Flinders St-Swanston St (West),2018-12-18 17:00:00,2018-12-18,17,2520
Alfred Place,2018-12-18 17:00:00,2018-12-18,17,703
Lonsdale St-Spring St (West),2018-12-18 17:00:00,2018-12-18,17,581
Grattan St-Swanston St (West),2018-12-18 17:00:00,2018-12-18,17,254
Monash Rd-Swanston St (West),2018-12-18 17:00:00,2018-12-18,17,235
Tin Alley-Swanston St (West),2018-12-18 17:00:00,2018-12-18,17,173
Bourke Street Mall (North),2018-12-18 18:00:00,2018-12-18,18,3210
Bourke Street Mall (South),2018-12-18 18:00:00,2018-12-18,18,2600
Melbourne Central,2018-12-18 18:00:00,2018-12-18,18,2271
Town Hall (West),2018-12-18 18:00:00,2018-12-18,18,2967
Princes Bridge,2018-12-18 18:00:00,2018-12-18,18,2591
Flinders Street Station Underpass,2018-12-18 18:00:00,2018-12-18,18,3097
Birrarung Marr,2018-12-18 18:00:00,2018-12-18,18,655
Webb Bridge,2018-12-18 18:00:00,2018-12-18,18,458
Southern Cross Station,2018-12-18 18:00:00,2018-12-18,18,1658
Victoria Point,2018-12-18 18:00:00,2018-12-18,18,367
Waterfront City,2018-12-18 18:00:00,2018-12-18,18,80
New Quay,2018-12-18 18:00:00,2018-12-18,18,473
Flagstaff Station,2018-12-18 18:00:00,2018-12-18,18,NA
Sandridge Bridge,2018-12-18 18:00:00,2018-12-18,18,1223
State Library,2018-12-18 18:00:00,2018-12-18,18,1681
Collins St (North),2018-12-18 18:00:00,2018-12-18,18,1166
Collins Place (South),2018-12-18 18:00:00,2018-12-18,18,661
Collins Place (North),2018-12-18 18:00:00,2018-12-18,18,780
Chinatown-Swanston St (North),2018-12-18 18:00:00,2018-12-18,18,1169
Chinatown-Lt Bourke St (South),2018-12-18 18:00:00,2018-12-18,18,751
Bourke St-Russell St (West),2018-12-18 18:00:00,2018-12-18,18,1164
Flinders St-Elizabeth St (East),2018-12-18 18:00:00,2018-12-18,18,NA
Spencer St-Collins St (South),2018-12-18 18:00:00,2018-12-18,18,561
Spencer St-Collins St (North),2018-12-18 18:00:00,2018-12-18,18,2809
Melbourne Convention Exhibition Centre,2018-12-18 18:00:00,2018-12-18,18,1261
QV Market-Elizabeth St (West),2018-12-18 18:00:00,2018-12-18,18,602
QV Market-Peel St,2018-12-18 18:00:00,2018-12-18,18,224
The Arts Centre,2018-12-18 18:00:00,2018-12-18,18,2040
St Kilda Rd-Alexandra Gardens,2018-12-18 18:00:00,2018-12-18,18,795
Lonsdale St (South),2018-12-18 18:00:00,2018-12-18,18,849
Lygon St (West),2018-12-18 18:00:00,2018-12-18,18,363
City Square,2018-12-18 18:00:00,2018-12-18,18,NA
Flinders St-Spring St (West),2018-12-18 18:00:00,2018-12-18,18,217
Flinders St-Spark La,2018-12-18 18:00:00,2018-12-18,18,130
Southbank,2018-12-18 18:00:00,2018-12-18,18,3815
Queen St (West),2018-12-18 18:00:00,2018-12-18,18,446
Lygon St (East),2018-12-18 18:00:00,2018-12-18,18,277
Flinders St-Swanston St (West),2018-12-18 18:00:00,2018-12-18,18,1379
Alfred Place,2018-12-18 18:00:00,2018-12-18,18,354
Lonsdale St-Spring St (West),2018-12-18 18:00:00,2018-12-18,18,379
Grattan St-Swanston St (West),2018-12-18 18:00:00,2018-12-18,18,188
Monash Rd-Swanston St (West),2018-12-18 18:00:00,2018-12-18,18,132
Tin Alley-Swanston St (West),2018-12-18 18:00:00,2018-12-18,18,93
Bourke Street Mall (North),2018-12-18 19:00:00,2018-12-18,19,2491
Bourke Street Mall (South),2018-12-18 19:00:00,2018-12-18,19,1556
Melbourne Central,2018-12-18 19:00:00,2018-12-18,19,1881
Town Hall (West),2018-12-18 19:00:00,2018-12-18,19,2273
Princes Bridge,2018-12-18 19:00:00,2018-12-18,19,1502
Flinders Street Station Underpass,2018-12-18 19:00:00,2018-12-18,19,1958
Birrarung Marr,2018-12-18 19:00:00,2018-12-18,19,287
Webb Bridge,2018-12-18 19:00:00,2018-12-18,19,200
Southern Cross Station,2018-12-18 19:00:00,2018-12-18,19,595
Victoria Point,2018-12-18 19:00:00,2018-12-18,19,137
Waterfront City,2018-12-18 19:00:00,2018-12-18,19,130
New Quay,2018-12-18 19:00:00,2018-12-18,19,433
Flagstaff Station,2018-12-18 19:00:00,2018-12-18,19,NA
Sandridge Bridge,2018-12-18 19:00:00,2018-12-18,19,846
State Library,2018-12-18 19:00:00,2018-12-18,19,1241
Collins St (North),2018-12-18 19:00:00,2018-12-18,19,698
Collins Place (South),2018-12-18 19:00:00,2018-12-18,19,399
Collins Place (North),2018-12-18 19:00:00,2018-12-18,19,331
Chinatown-Swanston St (North),2018-12-18 19:00:00,2018-12-18,19,1148
Chinatown-Lt Bourke St (South),2018-12-18 19:00:00,2018-12-18,19,733
