Sensor,Date_Time,Date,Time,Count
Lonsdale St (South),2018-12-04 00:00:00,2018-12-04,0,177
Lygon St (West),2018-12-04 00:00:00,2018-12-04,0,25
City Square,2018-12-04 00:00:00,2018-12-04,0,NA
Flinders St-Spring St (West),2018-12-04 00:00:00,2018-12-04,0,19
Flinders St-Spark La,2018-12-04 00:00:00,2018-12-04,0,17
Southbank,2018-12-04 00:00:00,2018-12-04,0,201
Queen St (West),2018-12-04 00:00:00,2018-12-04,0,29
Lygon St (East),2018-12-04 00:00:00,2018-12-04,0,5
Flinders St-Swanston St (West),2018-12-04 00:00:00,2018-12-04,0,100
Alfred Place,2018-12-04 00:00:00,2018-12-04,0,NA
Lonsdale St-Spring St (West),2018-12-04 00:00:00,2018-12-04,0,18
Grattan St-Swanston St (West),2018-12-04 00:00:00,2018-12-04,0,239
Monash Rd-Swanston St (West),2018-12-04 00:00:00,2018-12-04,0,4
Tin Alley-Swanston St (West),2018-12-04 00:00:00,2018-12-04,0,3
Bourke Street Mall (North),2018-12-04 01:00:00,2018-12-04,1,47
Bourke Street Mall (South),2018-12-04 01:00:00,2018-12-04,1,34
Melbourne Central,2018-12-04 01:00:00,2018-12-04,1,128
Town Hall (West),2018-12-04 01:00:00,2018-12-04,1,50
Princes Bridge,2018-12-04 01:00:00,2018-12-04,1,26
Flinders Street Station Underpass,2018-12-04 01:00:00,2018-12-04,1,50
Birrarung Marr,2018-12-04 01:00:00,2018-12-04,1,23
Webb Bridge,2018-12-04 01:00:00,2018-12-04,1,4
Southern Cross Station,2018-12-04 01:00:00,2018-12-04,1,11
Victoria Point,2018-12-04 01:00:00,2018-12-04,1,4
Waterfront City,2018-12-04 01:00:00,2018-12-04,1,3
New Quay,2018-12-04 01:00:00,2018-12-04,1,11
Flagstaff Station,2018-12-04 01:00:00,2018-12-04,1,NA
Sandridge Bridge,2018-12-04 01:00:00,2018-12-04,1,11
State Library,2018-12-04 01:00:00,2018-12-04,1,33
Collins St (North),2018-12-04 01:00:00,2018-12-04,1,16
Collins Place (South),2018-12-04 01:00:00,2018-12-04,1,15
Collins Place (North),2018-12-04 01:00:00,2018-12-04,1,9
Chinatown-Swanston St (North),2018-12-04 01:00:00,2018-12-04,1,66
Chinatown-Lt Bourke St (South),2018-12-04 01:00:00,2018-12-04,1,71
Bourke St-Russell St (West),2018-12-04 01:00:00,2018-12-04,1,152
Flinders St-Elizabeth St (East),2018-12-04 01:00:00,2018-12-04,1,110
Spencer St-Collins St (South),2018-12-04 01:00:00,2018-12-04,1,16
Spencer St-Collins St (North),2018-12-04 01:00:00,2018-12-04,1,37
Melbourne Convention Exhibition Centre,2018-12-04 01:00:00,2018-12-04,1,26
QV Market-Elizabeth St (West),2018-12-04 01:00:00,2018-12-04,1,91
QV Market-Peel St,2018-12-04 01:00:00,2018-12-04,1,8
The Arts Centre,2018-12-04 01:00:00,2018-12-04,1,35
St Kilda Rd-Alexandra Gardens,2018-12-04 01:00:00,2018-12-04,1,7
Lonsdale St (South),2018-12-04 01:00:00,2018-12-04,1,93
Lygon St (West),2018-12-04 01:00:00,2018-12-04,1,12
City Square,2018-12-04 01:00:00,2018-12-04,1,NA
Flinders St-Spring St (West),2018-12-04 01:00:00,2018-12-04,1,8
Flinders St-Spark La,2018-12-04 01:00:00,2018-12-04,1,8
Southbank,2018-12-04 01:00:00,2018-12-04,1,76
Queen St (West),2018-12-04 01:00:00,2018-12-04,1,12
Lygon St (East),2018-12-04 01:00:00,2018-12-04,1,8
Flinders St-Swanston St (West),2018-12-04 01:00:00,2018-12-04,1,72
Alfred Place,2018-12-04 01:00:00,2018-12-04,1,NA
Lonsdale St-Spring St (West),2018-12-04 01:00:00,2018-12-04,1,15
Grattan St-Swanston St (West),2018-12-04 01:00:00,2018-12-04,1,133
Monash Rd-Swanston St (West),2018-12-04 01:00:00,2018-12-04,1,NA
Tin Alley-Swanston St (West),2018-12-04 01:00:00,2018-12-04,1,1
Bourke Street Mall (North),2018-12-04 02:00:00,2018-12-04,2,15
Bourke Street Mall (South),2018-12-04 02:00:00,2018-12-04,2,26
Melbourne Central,2018-12-04 02:00:00,2018-12-04,2,42
Town Hall (West),2018-12-04 02:00:00,2018-12-04,2,14
Princes Bridge,2018-12-04 02:00:00,2018-12-04,2,15
Flinders Street Station Underpass,2018-12-04 02:00:00,2018-12-04,2,75
Birrarung Marr,2018-12-04 02:00:00,2018-12-04,2,5
Webb Bridge,2018-12-04 02:00:00,2018-12-04,2,1
Southern Cross Station,2018-12-04 02:00:00,2018-12-04,2,5
Victoria Point,2018-12-04 02:00:00,2018-12-04,2,2
Waterfront City,2018-12-04 02:00:00,2018-12-04,2,2
New Quay,2018-12-04 02:00:00,2018-12-04,2,5
Flagstaff Station,2018-12-04 02:00:00,2018-12-04,2,NA
Sandridge Bridge,2018-12-04 02:00:00,2018-12-04,2,12
State Library,2018-12-04 02:00:00,2018-12-04,2,13
Collins St (North),2018-12-04 02:00:00,2018-12-04,2,9
Collins Place (South),2018-12-04 02:00:00,2018-12-04,2,27
Collins Place (North),2018-12-04 02:00:00,2018-12-04,2,4
Chinatown-Swanston St (North),2018-12-04 02:00:00,2018-12-04,2,42
Chinatown-Lt Bourke St (South),2018-12-04 02:00:00,2018-12-04,2,46
Bourke St-Russell St (West),2018-12-04 02:00:00,2018-12-04,2,51
Flinders St-Elizabeth St (East),2018-12-04 02:00:00,2018-12-04,2,72
Spencer St-Collins St (South),2018-12-04 02:00:00,2018-12-04,2,9
Spencer St-Collins St (North),2018-12-04 02:00:00,2018-12-04,2,27
Melbourne Convention Exhibition Centre,2018-12-04 02:00:00,2018-12-04,2,22
QV Market-Elizabeth St (West),2018-12-04 02:00:00,2018-12-04,2,49
QV Market-Peel St,2018-12-04 02:00:00,2018-12-04,2,2
The Arts Centre,2018-12-04 02:00:00,2018-12-04,2,11
St Kilda Rd-Alexandra Gardens,2018-12-04 02:00:00,2018-12-04,2,8
Lonsdale St (South),2018-12-04 02:00:00,2018-12-04,2,60
Lygon St (West),2018-12-04 02:00:00,2018-12-04,2,9
City Square,2018-12-04 02:00:00,2018-12-04,2,NA
Flinders St-Spring St (West),2018-12-04 02:00:00,2018-12-04,2,6
Flinders St-Spark La,2018-12-04 02:00:00,2018-12-04,2,4
Southbank,2018-12-04 02:00:00,2018-12-04,2,25
Queen St (West),2018-12-04 02:00:00,2018-12-04,2,9
Lygon St (East),2018-12-04 02:00:00,2018-12-04,2,5
Flinders St-Swanston St (West),2018-12-04 02:00:00,2018-12-04,2,29
Alfred Place,2018-12-04 02:00:00,2018-12-04,2,NA
Lonsdale St-Spring St (West),2018-12-04 02:00:00,2018-12-04,2,2
Grattan St-Swanston St (West),2018-12-04 02:00:00,2018-12-04,2,68
Monash Rd-Swanston St (West),2018-12-04 02:00:00,2018-12-04,2,NA
Tin Alley-Swanston St (West),2018-12-04 02:00:00,2018-12-04,2,2
Bourke Street Mall (North),2018-12-04 03:00:00,2018-12-04,3,9
Bourke Street Mall (South),2018-12-04 03:00:00,2018-12-04,3,16
Melbourne Central,2018-12-04 03:00:00,2018-12-04,3,31
Town Hall (West),2018-12-04 03:00:00,2018-12-04,3,34
Princes Bridge,2018-12-04 03:00:00,2018-12-04,3,32
Flinders Street Station Underpass,2018-12-04 03:00:00,2018-12-04,3,66
Birrarung Marr,2018-12-04 03:00:00,2018-12-04,3,1
Webb Bridge,2018-12-04 03:00:00,2018-12-04,3,2
Southern Cross Station,2018-12-04 03:00:00,2018-12-04,3,NA
Victoria Point,2018-12-04 03:00:00,2018-12-04,3,2
Waterfront City,2018-12-04 03:00:00,2018-12-04,3,NA
New Quay,2018-12-04 03:00:00,2018-12-04,3,1
Flagstaff Station,2018-12-04 03:00:00,2018-12-04,3,NA
Sandridge Bridge,2018-12-04 03:00:00,2018-12-04,3,6
State Library,2018-12-04 03:00:00,2018-12-04,3,16
Collins St (North),2018-12-04 03:00:00,2018-12-04,3,6
Collins Place (South),2018-12-04 03:00:00,2018-12-04,3,3
Collins Place (North),2018-12-04 03:00:00,2018-12-04,3,2
Chinatown-Swanston St (North),2018-12-04 03:00:00,2018-12-04,3,31
Chinatown-Lt Bourke St (South),2018-12-04 03:00:00,2018-12-04,3,30
Bourke St-Russell St (West),2018-12-04 03:00:00,2018-12-04,3,52
Flinders St-Elizabeth St (East),2018-12-04 03:00:00,2018-12-04,3,48
Spencer St-Collins St (South),2018-12-04 03:00:00,2018-12-04,3,16
Spencer St-Collins St (North),2018-12-04 03:00:00,2018-12-04,3,2
Melbourne Convention Exhibition Centre,2018-12-04 03:00:00,2018-12-04,3,6
QV Market-Elizabeth St (West),2018-12-04 03:00:00,2018-12-04,3,33
QV Market-Peel St,2018-12-04 03:00:00,2018-12-04,3,3
The Arts Centre,2018-12-04 03:00:00,2018-12-04,3,48
St Kilda Rd-Alexandra Gardens,2018-12-04 03:00:00,2018-12-04,3,4
Lonsdale St (South),2018-12-04 03:00:00,2018-12-04,3,46
Lygon St (West),2018-12-04 03:00:00,2018-12-04,3,25
City Square,2018-12-04 03:00:00,2018-12-04,3,NA
Flinders St-Spring St (West),2018-12-04 03:00:00,2018-12-04,3,1
Flinders St-Spark La,2018-12-04 03:00:00,2018-12-04,3,4
Southbank,2018-12-04 03:00:00,2018-12-04,3,27
Queen St (West),2018-12-04 03:00:00,2018-12-04,3,3
Lygon St (East),2018-12-04 03:00:00,2018-12-04,3,4
Flinders St-Swanston St (West),2018-12-04 03:00:00,2018-12-04,3,10
Alfred Place,2018-12-04 03:00:00,2018-12-04,3,NA
Lonsdale St-Spring St (West),2018-12-04 03:00:00,2018-12-04,3,2
Grattan St-Swanston St (West),2018-12-04 03:00:00,2018-12-04,3,173
Monash Rd-Swanston St (West),2018-12-04 03:00:00,2018-12-04,3,NA
Tin Alley-Swanston St (West),2018-12-04 03:00:00,2018-12-04,3,NA
Bourke Street Mall (North),2018-12-04 04:00:00,2018-12-04,4,9
Bourke Street Mall (South),2018-12-04 04:00:00,2018-12-04,4,32
Melbourne Central,2018-12-04 04:00:00,2018-12-04,4,28
Town Hall (West),2018-12-04 04:00:00,2018-12-04,4,38
Princes Bridge,2018-12-04 04:00:00,2018-12-04,4,34
Flinders Street Station Underpass,2018-12-04 04:00:00,2018-12-04,4,62
Birrarung Marr,2018-12-04 04:00:00,2018-12-04,4,13
Webb Bridge,2018-12-04 04:00:00,2018-12-04,4,1
Southern Cross Station,2018-12-04 04:00:00,2018-12-04,4,12
Victoria Point,2018-12-04 04:00:00,2018-12-04,4,NA
Waterfront City,2018-12-04 04:00:00,2018-12-04,4,2
New Quay,2018-12-04 04:00:00,2018-12-04,4,5
Flagstaff Station,2018-12-04 04:00:00,2018-12-04,4,NA
Sandridge Bridge,2018-12-04 04:00:00,2018-12-04,4,37
State Library,2018-12-04 04:00:00,2018-12-04,4,10
Collins St (North),2018-12-04 04:00:00,2018-12-04,4,6
Collins Place (South),2018-12-04 04:00:00,2018-12-04,4,18
Collins Place (North),2018-12-04 04:00:00,2018-12-04,4,2
Chinatown-Swanston St (North),2018-12-04 04:00:00,2018-12-04,4,13
Chinatown-Lt Bourke St (South),2018-12-04 04:00:00,2018-12-04,4,24
Bourke St-Russell St (West),2018-12-04 04:00:00,2018-12-04,4,30
Flinders St-Elizabeth St (East),2018-12-04 04:00:00,2018-12-04,4,63
Spencer St-Collins St (South),2018-12-04 04:00:00,2018-12-04,4,5
Spencer St-Collins St (North),2018-12-04 04:00:00,2018-12-04,4,26
Melbourne Convention Exhibition Centre,2018-12-04 04:00:00,2018-12-04,4,39
QV Market-Elizabeth St (West),2018-12-04 04:00:00,2018-12-04,4,38
QV Market-Peel St,2018-12-04 04:00:00,2018-12-04,4,8
The Arts Centre,2018-12-04 04:00:00,2018-12-04,4,75
St Kilda Rd-Alexandra Gardens,2018-12-04 04:00:00,2018-12-04,4,7
Lonsdale St (South),2018-12-04 04:00:00,2018-12-04,4,15
Lygon St (West),2018-12-04 04:00:00,2018-12-04,4,3
City Square,2018-12-04 04:00:00,2018-12-04,4,NA
Flinders St-Spring St (West),2018-12-04 04:00:00,2018-12-04,4,7
Flinders St-Spark La,2018-12-04 04:00:00,2018-12-04,4,6
Southbank,2018-12-04 04:00:00,2018-12-04,4,53
Queen St (West),2018-12-04 04:00:00,2018-12-04,4,5
Lygon St (East),2018-12-04 04:00:00,2018-12-04,4,10
Flinders St-Swanston St (West),2018-12-04 04:00:00,2018-12-04,4,15
Alfred Place,2018-12-04 04:00:00,2018-12-04,4,NA
Lonsdale St-Spring St (West),2018-12-04 04:00:00,2018-12-04,4,12
Grattan St-Swanston St (West),2018-12-04 04:00:00,2018-12-04,4,86
Monash Rd-Swanston St (West),2018-12-04 04:00:00,2018-12-04,4,NA
Tin Alley-Swanston St (West),2018-12-04 04:00:00,2018-12-04,4,NA
Bourke Street Mall (North),2018-12-04 05:00:00,2018-12-04,5,24
Bourke Street Mall (South),2018-12-04 05:00:00,2018-12-04,5,22
Melbourne Central,2018-12-04 05:00:00,2018-12-04,5,77
Town Hall (West),2018-12-04 05:00:00,2018-12-04,5,89
Princes Bridge,2018-12-04 05:00:00,2018-12-04,5,70
Flinders Street Station Underpass,2018-12-04 05:00:00,2018-12-04,5,232
Birrarung Marr,2018-12-04 05:00:00,2018-12-04,5,40
Webb Bridge,2018-12-04 05:00:00,2018-12-04,5,61
Southern Cross Station,2018-12-04 05:00:00,2018-12-04,5,114
Victoria Point,2018-12-04 05:00:00,2018-12-04,5,18
Waterfront City,2018-12-04 05:00:00,2018-12-04,5,2
New Quay,2018-12-04 05:00:00,2018-12-04,5,13
Flagstaff Station,2018-12-04 05:00:00,2018-12-04,5,NA
Sandridge Bridge,2018-12-04 05:00:00,2018-12-04,5,94
State Library,2018-12-04 05:00:00,2018-12-04,5,37
Collins St (North),2018-12-04 05:00:00,2018-12-04,5,29
Collins Place (South),2018-12-04 05:00:00,2018-12-04,5,75
Collins Place (North),2018-12-04 05:00:00,2018-12-04,5,57
Chinatown-Swanston St (North),2018-12-04 05:00:00,2018-12-04,5,6
Chinatown-Lt Bourke St (South),2018-12-04 05:00:00,2018-12-04,5,26
Bourke St-Russell St (West),2018-12-04 05:00:00,2018-12-04,5,40
Flinders St-Elizabeth St (East),2018-12-04 05:00:00,2018-12-04,5,141
Spencer St-Collins St (South),2018-12-04 05:00:00,2018-12-04,5,52
Spencer St-Collins St (North),2018-12-04 05:00:00,2018-12-04,5,292
Melbourne Convention Exhibition Centre,2018-12-04 05:00:00,2018-12-04,5,55
QV Market-Elizabeth St (West),2018-12-04 05:00:00,2018-12-04,5,72
QV Market-Peel St,2018-12-04 05:00:00,2018-12-04,5,16
The Arts Centre,2018-12-04 05:00:00,2018-12-04,5,89
St Kilda Rd-Alexandra Gardens,2018-12-04 05:00:00,2018-12-04,5,45
Lonsdale St (South),2018-12-04 05:00:00,2018-12-04,5,20
Lygon St (West),2018-12-04 05:00:00,2018-12-04,5,13
City Square,2018-12-04 05:00:00,2018-12-04,5,NA
Flinders St-Spring St (West),2018-12-04 05:00:00,2018-12-04,5,16
Flinders St-Spark La,2018-12-04 05:00:00,2018-12-04,5,33
Southbank,2018-12-04 05:00:00,2018-12-04,5,231
Queen St (West),2018-12-04 05:00:00,2018-12-04,5,20
Lygon St (East),2018-12-04 05:00:00,2018-12-04,5,9
Flinders St-Swanston St (West),2018-12-04 05:00:00,2018-12-04,5,117
Alfred Place,2018-12-04 05:00:00,2018-12-04,5,NA
Lonsdale St-Spring St (West),2018-12-04 05:00:00,2018-12-04,5,22
Grattan St-Swanston St (West),2018-12-04 05:00:00,2018-12-04,5,135
Monash Rd-Swanston St (West),2018-12-04 05:00:00,2018-12-04,5,6
Tin Alley-Swanston St (West),2018-12-04 05:00:00,2018-12-04,5,5
Bourke Street Mall (North),2018-12-04 06:00:00,2018-12-04,6,118
Bourke Street Mall (South),2018-12-04 06:00:00,2018-12-04,6,106
Melbourne Central,2018-12-04 06:00:00,2018-12-04,6,209
Town Hall (West),2018-12-04 06:00:00,2018-12-04,6,276
Princes Bridge,2018-12-04 06:00:00,2018-12-04,6,461
Flinders Street Station Underpass,2018-12-04 06:00:00,2018-12-04,6,958
Birrarung Marr,2018-12-04 06:00:00,2018-12-04,6,164
Webb Bridge,2018-12-04 06:00:00,2018-12-04,6,156
Southern Cross Station,2018-12-04 06:00:00,2018-12-04,6,676
Victoria Point,2018-12-04 06:00:00,2018-12-04,6,105
Waterfront City,2018-12-04 06:00:00,2018-12-04,6,20
New Quay,2018-12-04 06:00:00,2018-12-04,6,100
Flagstaff Station,2018-12-04 06:00:00,2018-12-04,6,NA
Sandridge Bridge,2018-12-04 06:00:00,2018-12-04,6,320
State Library,2018-12-04 06:00:00,2018-12-04,6,88
Collins St (North),2018-12-04 06:00:00,2018-12-04,6,247
Collins Place (South),2018-12-04 06:00:00,2018-12-04,6,227
Collins Place (North),2018-12-04 06:00:00,2018-12-04,6,184
Chinatown-Swanston St (North),2018-12-04 06:00:00,2018-12-04,6,33
Chinatown-Lt Bourke St (South),2018-12-04 06:00:00,2018-12-04,6,20
Bourke St-Russell St (West),2018-12-04 06:00:00,2018-12-04,6,88
Flinders St-Elizabeth St (East),2018-12-04 06:00:00,2018-12-04,6,720
Spencer St-Collins St (South),2018-12-04 06:00:00,2018-12-04,6,256
Spencer St-Collins St (North),2018-12-04 06:00:00,2018-12-04,6,1063
Melbourne Convention Exhibition Centre,2018-12-04 06:00:00,2018-12-04,6,259
QV Market-Elizabeth St (West),2018-12-04 06:00:00,2018-12-04,6,156
QV Market-Peel St,2018-12-04 06:00:00,2018-12-04,6,45
The Arts Centre,2018-12-04 06:00:00,2018-12-04,6,468
St Kilda Rd-Alexandra Gardens,2018-12-04 06:00:00,2018-12-04,6,149
Lonsdale St (South),2018-12-04 06:00:00,2018-12-04,6,95
Lygon St (West),2018-12-04 06:00:00,2018-12-04,6,36
City Square,2018-12-04 06:00:00,2018-12-04,6,NA
Flinders St-Spring St (West),2018-12-04 06:00:00,2018-12-04,6,93
Flinders St-Spark La,2018-12-04 06:00:00,2018-12-04,6,106
Southbank,2018-12-04 06:00:00,2018-12-04,6,1000
Queen St (West),2018-12-04 06:00:00,2018-12-04,6,85
Lygon St (East),2018-12-04 06:00:00,2018-12-04,6,24
Flinders St-Swanston St (West),2018-12-04 06:00:00,2018-12-04,6,340
Alfred Place,2018-12-04 06:00:00,2018-12-04,6,NA
Lonsdale St-Spring St (West),2018-12-04 06:00:00,2018-12-04,6,126
Grattan St-Swanston St (West),2018-12-04 06:00:00,2018-12-04,6,85
Monash Rd-Swanston St (West),2018-12-04 06:00:00,2018-12-04,6,36
Tin Alley-Swanston St (West),2018-12-04 06:00:00,2018-12-04,6,20
Bourke Street Mall (North),2018-12-04 07:00:00,2018-12-04,7,367
Bourke Street Mall (South),2018-12-04 07:00:00,2018-12-04,7,257
Melbourne Central,2018-12-04 07:00:00,2018-12-04,7,383
Town Hall (West),2018-12-04 07:00:00,2018-12-04,7,537
Princes Bridge,2018-12-04 07:00:00,2018-12-04,7,433
Flinders Street Station Underpass,2018-12-04 07:00:00,2018-12-04,7,1887
Birrarung Marr,2018-12-04 07:00:00,2018-12-04,7,423
Webb Bridge,2018-12-04 07:00:00,2018-12-04,7,458
Southern Cross Station,2018-12-04 07:00:00,2018-12-04,7,2356
Victoria Point,2018-12-04 07:00:00,2018-12-04,7,378
Waterfront City,2018-12-04 07:00:00,2018-12-04,7,40
New Quay,2018-12-04 07:00:00,2018-12-04,7,228
Flagstaff Station,2018-12-04 07:00:00,2018-12-04,7,NA
Sandridge Bridge,2018-12-04 07:00:00,2018-12-04,7,711
State Library,2018-12-04 07:00:00,2018-12-04,7,319
Collins St (North),2018-12-04 07:00:00,2018-12-04,7,519
Collins Place (South),2018-12-04 07:00:00,2018-12-04,7,907
Collins Place (North),2018-12-04 07:00:00,2018-12-04,7,852
Chinatown-Swanston St (North),2018-12-04 07:00:00,2018-12-04,7,126
Chinatown-Lt Bourke St (South),2018-12-04 07:00:00,2018-12-04,7,128
Bourke St-Russell St (West),2018-12-04 07:00:00,2018-12-04,7,242
Flinders St-Elizabeth St (East),2018-12-04 07:00:00,2018-12-04,7,1536
Spencer St-Collins St (South),2018-12-04 07:00:00,2018-12-04,7,815
Spencer St-Collins St (North),2018-12-04 07:00:00,2018-12-04,7,2744
Melbourne Convention Exhibition Centre,2018-12-04 07:00:00,2018-12-04,7,608
QV Market-Elizabeth St (West),2018-12-04 07:00:00,2018-12-04,7,368
QV Market-Peel St,2018-12-04 07:00:00,2018-12-04,7,102
The Arts Centre,2018-12-04 07:00:00,2018-12-04,7,1128
St Kilda Rd-Alexandra Gardens,2018-12-04 07:00:00,2018-12-04,7,294
Lonsdale St (South),2018-12-04 07:00:00,2018-12-04,7,163
Lygon St (West),2018-12-04 07:00:00,2018-12-04,7,116
City Square,2018-12-04 07:00:00,2018-12-04,7,NA
Flinders St-Spring St (West),2018-12-04 07:00:00,2018-12-04,7,273
Flinders St-Spark La,2018-12-04 07:00:00,2018-12-04,7,165
Southbank,2018-12-04 07:00:00,2018-12-04,7,2034
Queen St (West),2018-12-04 07:00:00,2018-12-04,7,236
Lygon St (East),2018-12-04 07:00:00,2018-12-04,7,57
Flinders St-Swanston St (West),2018-12-04 07:00:00,2018-12-04,7,1248
Alfred Place,2018-12-04 07:00:00,2018-12-04,7,NA
Lonsdale St-Spring St (West),2018-12-04 07:00:00,2018-12-04,7,307
Grattan St-Swanston St (West),2018-12-04 07:00:00,2018-12-04,7,135
Monash Rd-Swanston St (West),2018-12-04 07:00:00,2018-12-04,7,56
Tin Alley-Swanston St (West),2018-12-04 07:00:00,2018-12-04,7,42
Bourke Street Mall (North),2018-12-04 08:00:00,2018-12-04,8,913
Bourke Street Mall (South),2018-12-04 08:00:00,2018-12-04,8,628
Melbourne Central,2018-12-04 08:00:00,2018-12-04,8,875
Town Hall (West),2018-12-04 08:00:00,2018-12-04,8,1085
Princes Bridge,2018-12-04 08:00:00,2018-12-04,8,715
Flinders Street Station Underpass,2018-12-04 08:00:00,2018-12-04,8,4156
Birrarung Marr,2018-12-04 08:00:00,2018-12-04,8,695
Webb Bridge,2018-12-04 08:00:00,2018-12-04,8,581
Southern Cross Station,2018-12-04 08:00:00,2018-12-04,8,4409
Victoria Point,2018-12-04 08:00:00,2018-12-04,8,631
Waterfront City,2018-12-04 08:00:00,2018-12-04,8,80
New Quay,2018-12-04 08:00:00,2018-12-04,8,396
Flagstaff Station,2018-12-04 08:00:00,2018-12-04,8,NA
Sandridge Bridge,2018-12-04 08:00:00,2018-12-04,8,1601
State Library,2018-12-04 08:00:00,2018-12-04,8,758
Collins St (North),2018-12-04 08:00:00,2018-12-04,8,1048
Collins Place (South),2018-12-04 08:00:00,2018-12-04,8,2255
Collins Place (North),2018-12-04 08:00:00,2018-12-04,8,1946
Chinatown-Swanston St (North),2018-12-04 08:00:00,2018-12-04,8,247
Chinatown-Lt Bourke St (South),2018-12-04 08:00:00,2018-12-04,8,147
Bourke St-Russell St (West),2018-12-04 08:00:00,2018-12-04,8,349
Flinders St-Elizabeth St (East),2018-12-04 08:00:00,2018-12-04,8,2716
Spencer St-Collins St (South),2018-12-04 08:00:00,2018-12-04,8,1478
Spencer St-Collins St (North),2018-12-04 08:00:00,2018-12-04,8,4867
Melbourne Convention Exhibition Centre,2018-12-04 08:00:00,2018-12-04,8,820
QV Market-Elizabeth St (West),2018-12-04 08:00:00,2018-12-04,8,696
QV Market-Peel St,2018-12-04 08:00:00,2018-12-04,8,184
The Arts Centre,2018-12-04 08:00:00,2018-12-04,8,1966
St Kilda Rd-Alexandra Gardens,2018-12-04 08:00:00,2018-12-04,8,535
Lonsdale St (South),2018-12-04 08:00:00,2018-12-04,8,416
Lygon St (West),2018-12-04 08:00:00,2018-12-04,8,160
City Square,2018-12-04 08:00:00,2018-12-04,8,NA
Flinders St-Spring St (West),2018-12-04 08:00:00,2018-12-04,8,532
Flinders St-Spark La,2018-12-04 08:00:00,2018-12-04,8,276
Southbank,2018-12-04 08:00:00,2018-12-04,8,3939
Queen St (West),2018-12-04 08:00:00,2018-12-04,8,797
Lygon St (East),2018-12-04 08:00:00,2018-12-04,8,116
Flinders St-Swanston St (West),2018-12-04 08:00:00,2018-12-04,8,2345
Alfred Place,2018-12-04 08:00:00,2018-12-04,8,NA
Lonsdale St-Spring St (West),2018-12-04 08:00:00,2018-12-04,8,822
Grattan St-Swanston St (West),2018-12-04 08:00:00,2018-12-04,8,443
Monash Rd-Swanston St (West),2018-12-04 08:00:00,2018-12-04,8,211
Tin Alley-Swanston St (West),2018-12-04 08:00:00,2018-12-04,8,93
